#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2014 03 29 16 50 172  6.8  8.8  1.51 10.00  5.83 274 1019.0  13.9  13.6 999.0 99.0 99.00
2014 03 29 17 50 172  8.0  9.5  1.65 10.00  5.81 281 1019.2  13.9  13.7 999.0 99.0 99.00
2014 03 29 18 50 175  7.9  9.4  1.74  9.09  5.76 288 1019.2  13.9  13.7 999.0 99.0 99.00
2014 03 29 19 50 208  5.6  7.2 99.00 99.00 99.00 999 1019.3  13.9  13.8 999.0 99.0 99.00
2014 03 29 20 50 150  4.5  6.4 99.00 99.00 99.00 999 1018.2  13.8  13.8 999.0 99.0 99.00
2014 03 29 21 50 202  4.2  5.2  2.00  9.09  6.91 296 1018.4  14.0  13.8 999.0 99.0 99.00
2014 03 29 22 50 300  6.0  7.1  2.03 12.90  7.22 279 1018.1  12.8  13.9 999.0 99.0 99.00
2014 03 29 23 50 309  7.0  8.3  2.32 14.81  7.47 276 1017.7  12.9  13.9 999.0 99.0 99.00
2014 03 30 00 50 310  6.3  7.5  2.38 12.90  7.98 291 1017.3  12.8  13.9 999.0 99.0 99.00
2014 03 30 01 50 294  4.6  5.6  2.57 12.90  8.44 294 1017.6  12.5  13.9 999.0 99.0 99.00
2014 03 30 02 50 246  2.6  3.7  2.43 13.79  8.78 292 1017.3  12.4  13.8 999.0 99.0 99.00
2014 03 30 03 50 247  3.6  4.8  2.81 13.79  9.76 286 1017.7  12.5  13.8 999.0 99.0 99.00
2014 03 30 04 50 246  7.8  9.5  3.01 12.90 10.42 295 1017.5  12.6  13.7 999.0 99.0 99.00
2014 03 30 05 50 268  8.9 10.4 99.00 99.00 99.00 999 1017.7  12.7  13.6 999.0 99.0 99.00
2014 03 30 06 50 336  6.4  7.7  3.19 13.79  9.01 288 1018.1  11.8  13.6 999.0 99.0 99.00
2014 03 30 07 50 311  6.7  8.1 99.00 99.00 99.00 999 1018.3  12.6  13.5 999.0 99.0 99.00
2014 03 30 08 50 309  8.7 10.3 99.00 99.00 99.00 999 1018.7  12.8  13.5 999.0 99.0 99.00
2014 03 30 09 50 314  7.7 10.5 99.00 99.00 99.00 999 1018.8  12.7  13.5 999.0 99.0 99.00
2014 03 30 10 50 315  7.9  9.7 99.00 99.00 99.00 999 1018.8  12.7  13.4 999.0 99.0 99.00
2014 03 30 11 50 322  7.8  9.2  2.84 13.79  7.93 293 1019.0  12.6  13.4 999.0 99.0 99.00
2014 03 30 12 50 331  7.6  9.1 99.00 99.00 99.00 999 1019.0  12.5  13.4 999.0 99.0 99.00
2014 03 30 13 50 319  7.1  8.7  2.98 13.79  7.92 289 1019.8  12.4  13.3 999.0 99.0 99.00
2014 03 30 14 50 326  5.7  6.8  3.06 13.79  8.19 280 1020.1  12.4  13.3 999.0 99.0 99.00
2014 03 30 15 50 331  5.4  6.8  3.18 13.79  8.49 285 1020.7  12.3  13.3 999.0 99.0 99.00
2014 03 30 16 50 335  4.3  5.5  2.89 12.90  8.49 290 1021.0  12.4  13.3 999.0 99.0 99.00
2014 03 30 17 50 332  3.5  4.5  2.61 12.90  8.31 288 1021.4  12.4  13.4 999.0 99.0 99.00
2014 03 30 18 50 325  3.0  3.9  2.84 12.90  8.91 288 1021.8  12.5  13.5 999.0 99.0 99.00
2014 03 30 19 50 318  2.5  3.9  3.24 12.90  9.47 281 1021.8  12.7  13.7 999.0 99.0 99.00
2014 03 30 20 50 294  3.3  4.7  3.16 12.90  9.49 282 1021.8  12.7  13.9 999.0 99.0 99.00
2014 03 30 21 50 284  4.0  5.9  3.12 13.79  9.43 291 1021.8  12.8  14.0 999.0 99.0 99.00
2014 03 30 22 50 316  2.9  4.1  3.74 12.90 10.04 286 1021.1  12.8  14.1 999.0 99.0 99.00
2014 03 30 23 50 276  3.6  5.5  3.06 13.79  9.63 291 1020.6  13.1  14.2 999.0 99.0 99.00
2014 03 31 00 50 279  3.8  4.8 99.00 99.00 99.00 999 1020.2  13.1  14.2 999.0 99.0 99.00
2014 03 31 01 50 284  4.5  6.0  2.95 12.90  9.44 300 1020.5  12.8  14.2 999.0 99.0 99.00
2014 03 31 02 50 286  4.1  5.4  3.29 12.90  9.84 291 1020.5  12.6  14.1 999.0 99.0 99.00
2014 03 31 03 50 284  4.3  5.6 99.00 99.00 99.00 999 1020.6  12.6  14.0 999.0 99.0 99.00
2014 03 31 04 50 281  3.4  5.1  3.04 13.79  9.54 305 1020.2  12.6  13.9 999.0 99.0 99.00
2014 03 31 05 50 277  2.8  4.1 99.00 99.00 99.00 999 1019.7  12.5  13.8 999.0 99.0 99.00
2014 03 31 06 50 265  2.1  3.1  3.09 12.90  9.53 296 1019.5  12.5  13.7 999.0 99.0 99.00
2014 03 31 07 50 254  2.7  3.6  2.67 12.90  8.76 299 1019.1  12.5  13.6 999.0 99.0 99.00
2014 03 31 08 50 234  2.4  3.7  3.16 12.90  9.58 299 1018.9  12.4  13.6 999.0 99.0 99.00
2014 03 31 09 50 199  3.1  3.9  3.00 12.90  9.40 295 1018.2  12.4  13.5 999.0 99.0 99.00
2014 03 31 10 50 201  3.4  4.3  2.70 12.90  9.11 295 1017.5  12.4  13.5 999.0 99.0 99.00
2014 03 31 11 50 192  3.5  4.5  2.62 11.43  9.05 285 1016.8  12.5  13.5 999.0 99.0 99.00
2014 03 31 12 50 176  5.0  6.4  2.73 12.12  9.38 294 1016.1  12.6  13.4 999.0 99.0 99.00
2014 03 31 13 50 171  6.0  7.6  2.57 12.90  9.26 304 1015.6  12.6  13.4 999.0 99.0 99.00
2014 03 31 14 50 175  6.8  8.2  2.37 12.12  8.71 299 1015.5  12.7  13.4 999.0 99.0 99.00
2014 03 31 15 50 164  8.1 10.4  2.27 12.12  7.50 305 1015.0  12.9  13.4 999.0 99.0 99.00
2014 03 31 16 50 175  9.5 11.4  2.16 11.43  6.55 296 1014.4  13.1  13.4 999.0 99.0 99.00
2014 03 31 17 50 170 10.5 12.8  2.27 12.90  6.25 289 1013.9  13.1  13.5 999.0 99.0 99.00
2014 03 31 18 50 180 12.5 15.6  2.39 10.81  5.76 282 1013.4  12.6  13.5 999.0 99.0 99.00
2014 03 31 19 50 173  9.1 11.6  2.48 11.43  5.84 296 1012.6  12.1  13.5 999.0 99.0 99.00
2014 03 31 20 50 283 11.1 12.6 99.00 99.00 99.00 999 1012.3  10.3  13.5 999.0 99.0 99.00
2014 03 31 21 50 288  4.9  6.3  2.29 11.43  5.85 282 1012.8   9.9  13.4 999.0 99.0 99.00
2014 03 31 22 50 157  2.0  3.4  2.43 11.43  6.23 284 1011.6  10.5  13.4 999.0 99.0 99.00
